####道具配置总表																																					
##游戏中所有物品,无论装备,丹药物品,均属道具,道具类别的定义均由本表提供基础数据.道具类型ID和道具子类型ID必须唯一.																																					
#																																					
#道具类型名称                     : 道具类型,如装备,丹药等等,同时这个名称将会被部分界面等地方引用. 																																					
#道具类型ID                       : 道具类型的ID编号.																																					
#道具子类型名称                   : 道具子类型名称,如重兵,飞剑等,同时这个名称将会被部分界面等地方引用.																																					
#道具子类型ID                     : 道具子类型的ID编号.																																					
#道具类目ID                       : 道具自所属类目下的编号,是用来区分同类型同子类下不同道具的ID																																					
#道具名称                         : 道具名称 																																					
#道具单位名称                     : 道具的单位名称 																																					
#道具描述                         : 道具文字描述																																					
#道具小图示资源路径               : 道具小型图示资源,如E,R键可能用到的小图示.																																					
#道具大图示资源路径               : 道具的展示图示资源.																																					
#道具属性个数                     : 这个道具将具有多少个自身的属性,这个属性值得是比如耐久度,使用限制,CD等等.																																					
#道具属性类型1                    : 属性的类型 																																					
#道具属性1                        : 属性的值																																					
#道具效果属性个数                 : 这个属性泛指所有角色所含属性,比如血,灵力之类.																																					
#道具效果属性类型1                : 属性类型																																					
#道具效果属性1                    : 属性值 																																					
#道具触发后需要执行的脚本模块数量 : 当这个道具被触发,将执行的动作 ,这个动作是																																					
#道具触发后执行的脚本模块1        : 道具被触发后执行的脚本模块ID																																					
#道具触发后执行的脚本模块数据1    : 道具被触发后执行的脚本模块数据																																					
MaxPropCount	5																																				
MaxBaseEffectCount	4																																				
MaxAddEffectCount	3																																				
MaxRunCount	1																																				
#道具类型名称	#道具类型ID	#道具子类型名称	#道具子类型ID	#道具类目ID	#道具名称	#道具单位名称	#道具描述	#道具出处描述	#道具小图示资源路径	#道具大图示资源路径	#道具资源路径	#道具属性类型1	#道具属性1	#道具属性类型2	#道具属性2	#道具属性类型3	#道具属性3	#道具属性类型4	#道具属性4	#道具属性类型5	#道具属性5	#道具效果属性类型1	#道具效果属性1	#道具效果属性类型2	#道具效果属性2	#道具效果属性类型3	#道具效果属性3	#道具效果属性类型4	#道具效果属性4	#道具附加属性类型1	#道具附加效果1	#道具附加属性类型2	#道具附加效果2	#道具附加属性类型3	#道具附加效果3	#道具触发后执行的脚本模块1	#道具触发后执行的脚本模块数据1
材料	4	其他	3	3010022	雪溪娟	块	雪白的丝绢，不管如何处置都不染一尘，光洁如新。	记载于某某书中	GameLegend/Icon/Item/Material_3030064	GameLegend/Illustration/item_illu/item_illu_110	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010023	丝绒玉	块	坚固的灵玉，玉石里有细小的丝绒在游动，貌似活物，丝绒游得快时玉石会变暖。	记载于某某书中	GameLegend/Icon/Item/Material_3030034	GameLegend/Illustration/item_illu/item_illu_83	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010024	金藤丝	股	有灵性的植物需要修炼成千上万年才能化成人形，但灵植本体也会留下一部分。这根金藤丝保留了万年灵葫的部分灵修，是极品宝物。	记载于某某书中	GameLegend/Icon/Item/Material_3010024	GameLegend/Illustration/item_illu/item_illu_76	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010025	夜枫赤墨	个	枫林禁地有许多鬼灵出没，为了躲避生人它们寄存在黑色的石块里，若要取它们的灵力，可以施法困住它们的灵体，时间一长灵体就和墨石融为一体了。	记载于某某书中	GameLegend/Icon/Item/Material_3030049	GameLegend/Illustration/item_illu/item_illu_111	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010026	裂风羽	根	击败裂风兽之后获得的羽翼，由于这头裂风兽刚好修炼升阶，它的羽翼具有风驰电掣的威力。	记载于某某书中	GameLegend/Icon/Item/Material_3030025	GameLegend/Illustration/item_illu/item_illu_63	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010027	帝王硫石	块	千年以上的灵兽体内才会结成的石魄，颜色越深能量越大。	记载于某某书中	GameLegend/Icon/Item/Material_3030048	GameLegend/Illustration/item_illu/item_illu_91	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010028	天罡玄石	块	有天罡正气锁体，是最坚硬的材料之一，即使用火炮爆破也伤不到半分。	记载于某某书中	GameLegend/Icon/Item/Material_3010028	GameLegend/Illustration/item_illu/item_illu_105	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010029	盈袖暗香纱	块	“薄纱飞舞，有暗香盈袖”，文人墨客皆为之赞叹的绝美衣料，值得收藏。	记载于某某书中	GameLegend/Icon/Item/Material_3030045	GameLegend/Illustration/item_illu/item_illu_113	ItemICO\DefultICO_Big	1	458	2	229	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010030	芳菲灵玉	块	“花树落兮芳菲绕遍”，具有净化能力的灵玉，所置之处芳丛遍生，秽物难近。	记载于某某书中	GameLegend/Icon/Item/Material_3030071	GameLegend/Illustration/item_illu/item_illu_70	ItemICO\DefultICO_Big	1	230	2	115	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010031	子夜花蕊丝	股	子夜花夜汲至阴之气，抽蕊之时寒气聚集，蕊丝能抵御魔火的侵袭。	记载于某某书中	GameLegend/Icon/Item/Material_3030081	GameLegend/Illustration/item_illu/item_illu_89	ItemICO\DefultICO_Big	1	516	2	258	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010032	荼靡花灰	袋	“开到荼蘼花事了”，花落败尽的荼蘼花被炎火烧成灰烬，适合作为施法冶炼的器引。	记载于某某书中	GameLegend/Icon/Item/Material_3030050	GameLegend/Illustration/item_illu/item_illu_43	ItemICO\DefultICO_Big	1	486	2	243	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010033	黑芍花绒	股	芍药品类约有四十余种，其中的黑芍是最为稀罕的一种，诡异的黑色花绒能够吸引邪体附灵，为炼制所用。	记载于某某书中	GameLegend/Icon/Item/Material_3030019	GameLegend/Illustration/item_illu/item_illu_67	ItemICO\DefultICO_Big	1	458	2	229	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010034	霓虹沁雪珠	颗	西北山地的镇妖灵珠，珠内隐约能见山顶积雪，阳光下呈现霓虹七彩，甚是好看。	记载于某某书中	GameLegend/Icon/Item/Material_3030062	GameLegend/Illustration/item_illu/item_illu_81	ItemICO\DefultICO_Big	1	486	2	243	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010035	剑簪石	块	本是普通置剑的石台，却因偶然插置了古战神剑而有了灵力，平时把佩剑置于其中，可以休养生息、精修剑气。	记载于某某书中	GameLegend/Icon/Item/Material_3010035	GameLegend/Illustration/item_illu/item_illu_94	ItemICO\DefultICO_Big	1	1212	2	303	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010036	青竹幽冥纱	块	青竹冥府多有灵怪，有些新死的鬼妇怨灵聚集到此，用冥界的鬼青丝织成这种纱帛，灌注了丰富的冥灵。	记载于某某书中	GameLegend/Icon/Item/Material_3030032	GameLegend/Illustration/item_illu/item_illu_103	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010037	琉璃灵玉	块	看起来似琉璃的玉石，曾被上界仙子的眼泪所感化，成了一块灵光宝玉，灵体侍仙而去，留下玉质本体。	记载于某某书中	GameLegend/Icon/Item/Material_3030072	GameLegend/Illustration/item_illu/item_illu_78	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010038	五行金刚丝	股	偶然吸收了五行之力的神物，霸道的力量让人几乎找不到弱点。	记载于某某书中	GameLegend/Icon/Item/Material_3010038	GameLegend/Illustration/item_illu/item_illu_88	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010039	锦桂花灰	袋	太岳山神喜爱锦桂花，因此太岳山的锦桂花都带有灵性，火焚成灰之后可以用来引炼灵器。	记载于某某书中	GameLegend/Icon/Item/Material_3030055	GameLegend/Illustration/item_illu/item_illu_30	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010040	赤螺花绒	股	赤螺花在夏天的时候靠寄生在赤螺体内吸取养料，到了冬天就完全占据了赤螺的身体，螺壳变成绒絮飞舞，美不胜收。	记载于某某书中	GameLegend/Icon/Item/Material_3030011	GameLegend/Illustration/item_illu/item_illu_49	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010041	九天仙灵珠	颗	相传是居于北方九天之上的玄女手持的灵珠，玄女乃司兵女神，得此灵珠战时如有神助。	记载于某某书中	GameLegend/Icon/Item/Material_3030056	GameLegend/Illustration/item_illu/item_illu_77	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010042	古帝玉	块	古宫殿檐角的雕玉装饰，吸养天地精华而成灵玉，能召唤帝灵，现帝王之相。	记载于某某书中	GameLegend/Icon/Item/Material_3030053	GameLegend/Illustration/item_illu/item_illu_71	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010043	无衣神布	块	无法成衣的布袍，附有古战场中死去的战士幽魂，想要阻拦一切争斗。	记载于某某书中	GameLegend/Icon/Item/Material_3030063	GameLegend/Illustration/item_illu/item_illu_107	ItemICO\DefultICO_Big	1	962	2	481	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010044	无相之玉	块	无相禅师的遗物，饱含禅师苦渡之理，能使人顿生善心，用来扼制对手的心性。	记载于某某书中	GameLegend/Icon/Item/Material_3030078	GameLegend/Illustration/item_illu/item_illu_87	ItemICO\DefultICO_Big	1	480	2	240	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010045	雪焰蛛丝	股	靠寒气为食的雪焰蛛，吐出的蛛丝寒光映雪，白芒耀目，与炎性相克。	记载于某某书中	GameLegend/Icon/Item/Material_3030065	GameLegend/Illustration/item_illu/item_illu_76	ItemICO\DefultICO_Big	1	1068	2	534	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010046	紫玉蓉膏	盒	紫黑色的灵膏，可以作为炼制的器引，也能直接服用，助人甄入化境。	记载于某某书中	GameLegend/Icon/Item/Material_3030082	GameLegend/Illustration/item_illu/item_illu_116	ItemICO\DefultICO_Big	1	1014	2	507	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010047	昊阳长翎	根	昊阳鸟机敏通人性，尾上长翎聚合了草木元精，需用草药诱捕，得手之后最好不要再被它找到。	记载于某某书中	GameLegend/Icon/Item/Material_3030054	GameLegend/Illustration/item_illu/item_illu_73	ItemICO\DefultICO_Big	1	962	2	481	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010048	辰星水珠	颗	富含水能的灵珠，有复苏万物的神奇灵力，人们把它称作“希望之珠”，珠子里的蓝色流光是其活力之源。	记载于某某书中	GameLegend/Icon/Item/Material_3030010	GameLegend/Illustration/item_illu/item_illu_68	ItemICO\DefultICO_Big	1	1014	2	507	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010049	耀金重土	袋	结合了异五行中的金土二属之力的珍稀矿材，能够增强蛮力，克制柔性。	记载于某某书中	GameLegend/Icon/Item/Material_3030067	GameLegend/Illustration/item_illu/item_illu_108	ItemICO\DefultICO_Big	1	2460	2	615	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010050	荧惑炎翅	根	荧惑之星伴随灾祸现世，火光中飞出无数燃翅的冥蛾，烧掉的炎翅带着明火，永不熄灭。	记载于某某书中	GameLegend/Icon/Item/Material_3010050	GameLegend/Illustration/item_illu/item_illu_112	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010051	万象之玉	块	玉上有诡异的镂花雕纹，是某个古老部族的图腾，继承了部族山神的巫力。	记载于某某书中	GameLegend/Icon/Item/Material_3030076	GameLegend/Illustration/item_illu/item_illu_86	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010052	血鬼蛛丝	股	生长于炼狱边境的血鬼蛛，靠炼狱血灵为食，吐出的蛛丝泛血色红光，能够吸收较弱的邪气。	记载于某某书中	GameLegend/Icon/Item/Material_3030066	GameLegend/Illustration/item_illu/item_illu_82	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010053	巫咸之息	袋	古时有山海界巫咸国来使，留下巫咸之息作为友节之礼，拥有预示未来的能力。	记载于某某书中	GameLegend/Icon/Item/Material_3030077	GameLegend/Illustration/item_illu/item_illu_106	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010054	噬天蛟翼	根	凶猛残暴的噬天蛟本想抓修仙之人炼化入丹，不料反被断了蛟翼，正好拿来炼器。	记载于某某书中	GameLegend/Icon/Item/Material_3010054	GameLegend/Illustration/item_illu/item_illu_104	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010055	五曜伏神珠	颗	拥有五行属性的灵珠，不受制于任何一种属性的力量，只要运用得当，诛魔伏神也不在话下。	记载于某某书中	GameLegend/Icon/Item/Material_3030038	GameLegend/Illustration/item_illu/item_illu_85	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010056	元磁重土	袋	天极磁地表层的生矿，经雷电击碎能得元磁，合理运用吸斥之力，可以成为有用的宝器。	记载于某某书中	GameLegend/Icon/Item/Material_3030068	GameLegend/Illustration/item_illu/item_illu_93	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010057	白羽蛟绡	块	白羽蛟成年之后便离开陆地入海生活，无用的双翼被留在岸边，在海域之地可以找到。	记载于某某书中	GameLegend/Icon/Item/Material_3030008	GameLegend/Illustration/item_illu/item_illu_63	ItemICO\DefultICO_Big	1	2020	2	1010	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010058	龙鳍藻玉	块	古巫用来祀神的彩纹宝玉，被雕成龙鳍的形状，拥有神秘的上古巫力。	记载于某某书中	GameLegend/Icon/Item/Material_3030058	GameLegend/Illustration/item_illu/item_illu_79	ItemICO\DefultICO_Big	1	1010	2	505	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010059	烛龙精筋	根	上古时期的烛龙天神，衔烛于北极，照亮北方天空。没有人真正见过它，这段龙筋相传是古神驯龙而得，偶发灵光，没人知道它有多大的潜力。	记载于某某书中	GameLegend/Icon/Item/Material_3030046	GameLegend/Illustration/item_illu/item_illu_90	ItemICO\DefultICO_Big	1	2210	2	1105	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010060	红莲佛怒石	块	拥有毁天灭地之威的红石，佛现怒相坐红莲之上，聚集了佛怒的神力。	记载于某某书中	GameLegend/Icon/Item/Material_3030020	GameLegend/Illustration/item_illu/item_illu_92	ItemICO\DefultICO_Big	1	2112	2	1056	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010061	六翼霜蚣甲	片	魔化的蚣蝮生有六翼，它的盔甲比金刚还要坚硬，普通的兵器完全拿它没办法。	记载于某某书中	GameLegend/Icon/Item/Material_3030073	GameLegend/Illustration/item_illu/item_illu_98	ItemICO\DefultICO_Big	1	2020	2	1010	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010062	帝女泪	颗	相传尧帝之女娥皇女英为夫君投湘水殉情，湘水之畔长出了许多泪珠似的晶体，人们都说那是帝女的眼泪化成的。	记载于某某书中	GameLegend/Icon/Item/Material_3030051	GameLegend/Illustration/item_illu/item_illu_25	ItemICO\DefultICO_Big	1	2112	2	1056	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010063	龙涎神矿	颗	巨龙爬行时腹下的鳞片与岩石摩擦，经年累月，表层岩体也吸收了巨龙体内的精元和法力，变成了神奇的矿石。	记载于某某书中	GameLegend/Icon/Item/Material_3010063	GameLegend/Illustration/item_illu/item_illu_99	ItemICO\DefultICO_Big	1	5000	2	1250	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010064	秽邪魔眼	颗	魔灵泉眼不断灌注魔气而生的矿石，只有修为化境的修士才能压制其魔性取其灵力为己用。	记载于某某书中	GameLegend/Icon/Item/Material_3010064	GameLegend/Illustration/item_illu/item_illu_75	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010065	玉龙蜕	片	玉龙化灵解体时留下玉质龙蜕，触感温润如玉，保有玉龙本体的全部精元。	记载于某某书中	GameLegend/Icon/Item/Material_3010065	GameLegend/Illustration/item_illu/item_illu_114	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010066	蛟龙骨	根	积水龙潭中集暴戾之气，杀死其中的蛟龙可以取得它的戾气之骨，是锻炼兵器的灌注珍材。	记载于某某书中	GameLegend/Icon/Item/Material_3030021	GameLegend/Illustration/item_illu/item_illu_95	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	4	其他	3	3010067	炎玉木	根	灼灼燃烧不成灰的玉质奇木，可以用来提升火属法术的力量。	记载于某某书中	GameLegend/Icon/Item/Material_3030041	GameLegend/Illustration/item_illu/item_illu_66	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
